AlleleID,GeneSymbol,model,prompt_class,llm_class,confidence,acmg_rules,references,parse_error,time_s,notes
460150,JMJD1C,qwen3.7-max,Benign,Uncertain significance,0.6,PM2,"Richards et al., Genet Med, 2015",,13.93,
21628,ABCB11,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards S, et al., Genet Med, 2015;Strautnieks S, et al., Nat Genet, 1998",,34.88,
18029,SMPD1,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,ClinVar,,19.62,
1058545,IRF6,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Kondo S, et al., Nat Genet, 2002;de Lima RL, et al., Hum Mutat, 2009",,17.05,
3068484,NDUFB10,qwen3.7-max,Benign,Benign,0.9,BP7,,,23.39,
101787,DNAAF2,qwen3.7-max,Benign,Likely benign,0.7,BP7,,,11.93,
16005,LCA5,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"den Hollander AI, et al., Nat Genet, 2006",,18.08,
4957403,ABCB4,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"ClinVar, 2023, ABCB4 variant submissions",,16.82,
250601,COL4A4,qwen3.7-max,Benign,Uncertain significance,0.6,PM2,,,13.79,
3804420,LRP6,qwen3.7-max,Benign,Likely benign,0.9,BP7,"Richards et al., Genet Med, 2015",,10.62,
966088,ALMS1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Marshall JD, Nat Genet, 2002",,22.93,
4898600,PLEKHG5,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Maystadt I, et al., Am J Hum Genet, 2013",,19.22,
265436,LRP5,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,13.45,
4983623,SPG11,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,ClinVar,,23.45,
705698,DSCAM,qwen3.7-max,Benign,Likely benign,0.9,BP7,,,16.13,
4967699,PMS2,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"ClinVar, 2023",,21.55,
276709,MTHFR,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,18.07,
227651,MRTFA,qwen3.7-max,Benign,Uncertain significance,0.5,,,,13.45,
283717,MERTK,qwen3.7-max,Benign,Uncertain significance,0.6,BP7,"Richards S, et al., Genet Med, 2015",,21.28,
402616,RBFOX3,qwen3.7-max,Benign,Uncertain significance,0.5,,,,13.91,
195195,AGXT,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,11.2,
4883803,C5,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,,,17.83,
141206,ADGRV1,qwen3.7-max,Benign,Uncertain significance,0.5,,,,17.84,
4925701,ATP7B,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"ClinVar, 2023",,20.42,
134908,LAMC3,qwen3.7-max,Benign,Benign,0.9,BP7,"Richards S, et al., Genet Med, 2015",,15.48,
1925577,COL7A1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PM1;PM2;PP3,"Varki R et al., Am J Hum Genet, 2006;Kern JS et al., Hum Mutat, 2006",,26.68,
1155059,IL7R,qwen3.7-max,Benign,Uncertain significance,0.4,PM2;PP3,"Puel A, et al., Science, 1998",,17.66,
1291638,CBL,qwen3.7-max,Benign,Uncertain significance,0.7,BP7,"Richards et al., Genet Med, 2015",,17.56,
4978250,BAP1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Testa JR et al., Nat Genet, 2011;Popova T et al., Am J Hum Genet, 2013",,13.66,
317218,DBH,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,15.28,
4921562,HEXB,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards et al., Genet Med, 2015",,14.82,
322164,TRPM1,qwen3.7-max,Benign,Likely benign,0.85,BP7,"Richards et al., Genet Med, 2015",,16.22,
4962933,DNAAF1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Omran et al., Nature Genetics, 2008",,21.32,
2165753,GJA8,qwen3.7-max,Pathogenic,Pathogenic,0.85,PM1;PM2;PP3,"ClinVar, 2023",,23.01,
4967640,BRCA2,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015;ClinVar database, NCBI",,14.17,
1154927,PCDH12,qwen3.7-max,Benign,Likely benign,0.7,BP7,,,32.98,
55423,ADGRV1,qwen3.7-max,Benign,Likely benign,0.85,BP7,"Richards et al., Genet Med, 2015",,16.27,
22749,PMM2,qwen3.7-max,Pathogenic,Pathogenic,0.75,PM2;PP3,"ClinVar, NCBI, 2023",,20.91,
568925,NF1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards et al., Genet Med, 2015",,25.7,
485840,AR,qwen3.7-max,Pathogenic,Pathogenic,0.75,PM2;PP3,"ClinVar, 2023",,20.68,
1709644,ASH1L,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,12.07,
4958544,NDUFAF2,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015",,19.87,
343699,ATP1A3,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,13.03,
269763,CACNA1A,qwen3.7-max,Benign,Uncertain significance,0.5,,,,15.02,
71374,CEP290,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,ClinVar,,19.21,
4957624,ABCB4,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,23.05,
4967675,MUTYH,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Cleary et al., Gastroenterology, 2009;Nielsen et al., Hum Mutat, 2011",,16.92,
442650,ATP1A2,qwen3.7-max,Pathogenic,Uncertain significance,0.6,PM2;PP3,"ClinVar, 2023",,14.22,
1155072,C9,qwen3.7-max,Benign,Likely benign,0.7,BP4,,,19.66,
108519,PAH,qwen3.7-max,Pathogenic,Pathogenic,0.7,PM2;PP3,"Blau N, et al. Hum Mutat, 2010",,21.25,
357079,PPT1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,ClinVar,,18.22,
4931338,LOC108281182;NF1,qwen3.7-max,Pathogenic,Uncertain significance,0.5,,,,19.7,
1631944,NUP160,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,19.23,
1540250,DHX32,qwen3.7-max,Benign,Uncertain significance,0.5,,,,16.98,
136040,TMEM237,qwen3.7-max,Benign,Likely benign,0.9,BP7,"Richards et al., Genet Med, 2015",,13.87,
626432,DMRT2,qwen3.7-max,Pathogenic,Uncertain significance,0.6,,"Richards S, et al., Genet Med, 2015",,18.7,
53691,MYH6,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards S, et al., Genet Med, 2015",,34.65,
152448,BARD1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,ClinVar,,17.41,
702597,COL4A2,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,16.39,
288245,HGD,qwen3.7-max,Benign,Benign,0.9,BP7,"Richards S, et al., Genet Med, 2015",,20.77,
1984392,SKIC2,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"ClinVar, 2023",,26.62,
98797,GALE,qwen3.7-max,Benign,Uncertain significance,0.7,BP7,"Richards et al., Genet Med, 2015",,18.07,
141675,KANSL1,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,22.68,
229038,CCDC39,qwen3.7-max,Benign,Uncertain significance,0.6,PM2;PP3,"Richards et al., Genet Med, 2015",,15.35,
502395,ACTB,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,18.55,
1157239,NFKBIA,qwen3.7-max,Benign,Uncertain significance,0.5,BP7,,,13.25,
792790,CEP290,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015",,14.06,
1686994,RET,qwen3.7-max,Benign,Uncertain significance,0.7,,,,16.43,
3227860,HNF4A,qwen3.7-max,Pathogenic,Pathogenic,0.75,PM1;PM2;PP3,ClinVar,,17.23,
77280,KRT14,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015",,21.97,
526210,EXT2,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards et al., Genet Med, 2015",,17.69,
4964569,MMACHC,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Lerner-Ellis JP, et al., Nat Genet, 2006",,17.67,
1610930,LRP2,qwen3.7-max,Benign,Likely benign,0.85,BP4;BP7,"Richards S, et al., Genet Med, 2015",,21.37,
508799,SLC6A3,qwen3.7-max,Benign,Likely benign,0.7,BP7,"Richards et al., Genet Med, 2015, ACMG/AMP guidelines",,19.19,
548414,GAA,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Hirschhorn R, et al., The Metabolic and Molecular Bases of Inherited Disease, 2001",,23.1,
142322,PCNT,qwen3.7-max,Benign,Likely benign,0.7,BP7,"Richards S, et al., Genet Med, 2015",,13.77,
1153710,SAMD11,qwen3.7-max,Benign,Likely benign,0.9,BP7,"Richards et al., Genet Med, 2015",,11.4,
54972,MYO3A,qwen3.7-max,Benign,Uncertain significance,0.5,,,,15.83,
1929730,CACNA2D2,qwen3.7-max,Benign,Uncertain significance,0.5,,,,17.4,
614518,SH3KBP1,qwen3.7-max,Pathogenic,Uncertain significance,0.5,,,,17.16,
32699,BRCA1,qwen3.7-max,Pathogenic,Pathogenic,0.9,PM1;PP3;PS3,ClinVar;ENIGMA consortium,,21.33,
1064730,FKRP,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015;Brockington et al., Am J Hum Genet, 2001",,20.3,
1156643,PUS3,qwen3.7-max,Benign,Uncertain significance,0.6,PM2,"Richards S, et al., Genet Med, 2015",,15.0,
252149,PEX3,qwen3.7-max,Benign,Likely benign,0.7,BP7,"Richards et al., Genetics in Medicine, 2015",,17.79,
4964743,LDLR,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,ClinVar,,17.89,
4942136,FH,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Tomlinson IP, et al., Nat Genet, 2002",,17.39,
4982650,FLNA,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Sheen et al., Nat Genet, 2001",,14.76,
4943987,SMARCA1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,14.81,
4952202,DICER1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Slade et al., Nature, 2011;Foulkes et al., N Engl J Med, 2014",,15.55,
4898579,BRIP1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,24.17,
249854,SDCCAG8,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,20.93,
256618,SMCHD1,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards S, et al., Genet Med, 2015",,15.18,
2098218,WDR83OS,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,12.19,
29503,RUNX1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PM1;PM2;PP3,"Song WJ et al., Nat Genet, 1999;Mori H et al., Blood, 2012",,24.05,
53722,MYH9,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards S, et al., Genet Med, 2015",,20.14,
2880021,HCFC1,qwen3.7-max,Benign,Uncertain significance,0.6,BP7,,,14.27,
4969614,MBD4,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Rodrigues et al., Nat Commun, 2019",,17.9,
1019846,AMT,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,28.64,
844029,SLC12A3,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,26.43,
134014,CAMTA1,qwen3.7-max,Benign,Uncertain significance,0.6,PM2,,,13.4,
22938,ABCA4,qwen3.7-max,Pathogenic,Uncertain significance,0.5,PM2,,,16.23,
44746,FBN1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Loeys BL, et al., J Med Genet, 2010",,25.49,
1059332,MSH2,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Kansikas et al., Hum Mutat, 2017;ClinVar",,24.77,
71369,CEP290,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards et al., Genet Med, 2015",,17.34,
714746,TELO2,qwen3.7-max,Benign,Uncertain significance,0.4,PM2,,,13.97,
286984,PIKFYVE,qwen3.7-max,Benign,Uncertain significance,0.5,BP7,,,15.61,
741921,CREB3L3,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards S, et al., Genet Med, 2015",,14.23,
1546977,SIPA1L3,qwen3.7-max,Benign,Uncertain significance,0.5,,,,10.71,
4888648,PCLO,qwen3.7-max,Benign,Uncertain significance,0.8,,,,17.34,
2806582,MUC5B,qwen3.7-max,Benign,Uncertain significance,0.5,,,,10.3,
4935611,ATM,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards et al., Genetics in Medicine, 2015",,19.98,
134977,LRP2,qwen3.7-max,Benign,Likely benign,0.9,BP7,"Richards S, et al., Genet Med, 2015",,18.69,
4847593,CEP120,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,17.69,
178324,GAA,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards et al., Genet Med, 2015",,23.85,
133798,ALDH7A1,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards S, et al., Genet Med, 2015",,11.61,
3052053,MSH3,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,21.34,
909638,SCN5A,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015",,34.19,
257605,DEPDC5,qwen3.7-max,Benign,Uncertain significance,0.6,PM2,ClinVar,,10.51,
231194,TRIOBP,qwen3.7-max,Benign,Uncertain significance,0.7,PM2;BP4,"Richards S, et al., Genet Med, 2015",,12.5,
363377,PIK3CA,qwen3.7-max,Pathogenic,Uncertain significance,0.5,PM2,"ClinVar, 2023",,22.25,
309305,RELN,qwen3.7-max,Benign,Uncertain significance,0.5,PM2,"Richards S, et al., Genet Med, 2015",,11.77,
2417977,JAG1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Spinner NB et al., Am J Hum Genet, 2001;Kamath BM et al., J Med Genet, 2003",,17.73,
4987052,BRCA2,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015;Tavtigian SV, et al., Nat Genet, 1996",,21.89,
777292,CRIPT,qwen3.7-max,Benign,Uncertain significance,0.7,PM2,"Richards et al., Genet Med, 2015",,16.26,
1158103,SLC13A5,qwen3.7-max,Benign,Likely benign,0.8,BP4;BP7,,,15.35,
665994,IFITM5,qwen3.7-max,Benign,Uncertain significance,0.5,,,,15.69,
186362,MYBPC3,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Walsh R, et al., Genet Med, 2017",,21.02,
1569188,COG5,qwen3.7-max,Benign,Uncertain significance,0.8,,,,16.81,
1841714,MLH3,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards et al., Genet Med, 2015",,25.38,
4841037,CEP135,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards et al., Genet Med, 2015",,20.79,
266615,TBX3,qwen3.7-max,Benign,Uncertain significance,0.5,,,,19.23,
362378,MYPN,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015",,17.02,
28322,FGFR2,qwen3.7-max,Pathogenic,Pathogenic,0.95,PM1;PP3;PS1,"Reardon et al., Nat Genet, 1994;Wilkie et al., Hum Mol Genet, 1995",,20.84,
730145,FBXO11,qwen3.7-max,Benign,Uncertain significance,0.6,,,,14.63,
1634125,ABCA1,qwen3.7-max,Benign,Uncertain significance,0.4,,,,12.98,
1156807,UNC93B1,qwen3.7-max,Benign,Pathogenic,0.85,PVS1;PM2,"Casrouge A, et al., Science, 2007;Zhang SY, et al., Science, 2007",,16.52,
247170,KCNN4,qwen3.7-max,Pathogenic,Pathogenic,0.95,PS3;PS4;PM2;PP3,"Rapetti-Mauss et al., Blood, 2016;Fermo et al., Haematologica, 2017",,21.59,
625775,CTU2,qwen3.7-max,Pathogenic,Uncertain significance,0.7,PM2,"Richards et al., Genet Med, 2015",,22.45,
1157046,C1S,qwen3.7-max,Benign,Uncertain significance,0.5,BP7,,,16.8,
3818044,OBSCN,qwen3.7-max,Benign,Uncertain significance,0.5,BP7,,,13.91,
1273272,DLC1,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards S, et al., Genet Med, 2015",,17.3,
4010361,BRCA2,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,ClinVar;ENIGMA Consortium,,12.61,
4896999,NEXN,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015",,15.77,
1601346,CASQ1,qwen3.7-max,Benign,Uncertain significance,0.5,,,,15.41,
1156964,CACNA2D4,qwen3.7-max,Benign,Likely benign,0.7,BP7,,,17.24,
1544399,GRIP1,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,19.47,
1156327,PAX2,qwen3.7-max,Benign,Uncertain significance,0.5,,,,20.6,
4956476,FRYL,qwen3.7-max,Pathogenic,Uncertain significance,0.7,PVS1;PM2,,,19.83,
4898504,CEP290,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards et al., Genetics in Medicine, 2015",,18.36,
544226,PKHD1,qwen3.7-max,Pathogenic,Uncertain significance,0.6,,,,10.78,
2840821,CTNNA1,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards et al., Genet Med, 2015",,21.74,
197202,KCNH2,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,22.82,
1060484,MSH3,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015;Adam et al., Gastroenterology, 2016",,22.34,
100914,COL6A3,qwen3.7-max,Benign,Uncertain significance,0.4,PM2;PP3,,,17.0,
4875140,CDK13,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Sifrim et al., Nat Genet, 2017",,17.0,
4844422,IDUA,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,17.72,
100444,DMD,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Aartsma-Rus et al., Hum Mutat, 2006;Richards et al., Genet Med, 2015",,14.96,
32407,COL2A1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PM1;PM2;PP3,"Hoornaert et al., Hum Mutat, 2006;Richards et al., Eur J Hum Genet, 2010",,26.97,
2035660,MSH3,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Kantelinen et al., Hum Mutat, 2012;Plaschke et al., Int J Cancer, 2000",,29.58,
4976524,MSH3,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards et al., Genet Med, 2015",,26.92,
4389734,TCTN1,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards et al., Genet Med, 2015",,20.77,
3867383,BRIP1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,ClinVar;gnomAD,,15.17,
1235658,ROR1,qwen3.7-max,Benign,Uncertain significance,0.8,,,,16.19,
2938759,OBSCN,qwen3.7-max,Benign,Uncertain significance,0.5,,,,9.72,
306908,PSMB8,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards S, et al., Genet Med, 2015",,13.9,
51738,MYBPC3,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,,,18.54,
1164419,WNT10B,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,14.42,
337872,TRIP11,qwen3.7-max,Benign,Uncertain significance,0.7,PM2,"Richards et al., Genet Med, 2015",,12.48,
294895,PTH1R,qwen3.7-max,Benign,Uncertain significance,0.5,,,,10.32,
257578,CRYBB3,qwen3.7-max,Benign,Uncertain significance,0.4,PM2;PP3,,,17.33,
699458,DLL1,qwen3.7-max,Benign,Uncertain significance,0.6,BP7,,,15.29,
256639,SMCHD1,qwen3.7-max,Benign,Likely benign,0.9,BP7,"Richards et al., Genet Med, 2015",,12.66,
99636,EP300,qwen3.7-max,Benign,Uncertain significance,0.7,BP7,"Richards et al., Genet Med, 2015",,19.62,
2109611,SMAD4,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Howe JR, et al. Nature. 2001;Gallione CJ, et al. J Med Genet. 2004",,20.94,
1330879,CYP1B1,qwen3.7-max,Pathogenic,Pathogenic,0.8,PM2;PM1;PP3,"Stoilov et al., Hum Mol Genet, 1998;Chitsazian et al., J Med Genet, 2002",,22.99,
409795,ANKRD11,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,16.69,
763683,HPS3,qwen3.7-max,Benign,Likely benign,0.7,BP7,"Richards S, et al., Genet Med, 2015",,13.51,
4961925,COL1A1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PM1;PM2;PP2;PP3,"Byers PH, et al., Hum Mutat, 2012;Marini JC, et al., Nat Rev Dis Primers, 2017",,19.21,
4840747,TPP1,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards et al., Genet Med, 2015",,24.73,
633463,DNAH5,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards et al., Genet Med, 2015",,17.9,
553446,PKD1,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015;Cornec-Le Gall E, et al., Am J Hum Genet, 2013",,19.6,
577874,APP,qwen3.7-max,Benign,Likely benign,0.85,BP7,"Richards S, et al., Genet Med, 2015",,13.86,
267771,COL2A1,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,25.76,
367673,DAG1,qwen3.7-max,Benign,Likely benign,0.85,BP7,,,14.37,
232721,MSH6,qwen3.7-max,Pathogenic,Pathogenic,0.95,PVS1;PM2,"ClinGen InSiGHT VCEP guidelines, 2022;Tavtigian SV, et al., Genet Med, 2020",,15.85,
940554,PHEX,qwen3.7-max,Pathogenic,Pathogenic,0.9,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,14.65,
621282,HGSNAT,qwen3.7-max,Benign,Likely benign,0.8,BP7,"Richards et al., Genet Med, 2015",,15.16,
421449,COL7A1,qwen3.7-max,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards S, et al., Genet Med, 2015",,26.42,
459330,DNM1,qwen3.7-max,Benign,Uncertain significance,0.8,,,,12.76,
714537,HERC1,qwen3.7-max,Benign,Likely benign,0.8,BP7,,,15.41,
