AlleleID,GeneSymbol,model,prompt_class,llm_class,confidence,acmg_rules,references,parse_error,time_s,notes
270266,COL6A3,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Genet Med, 2015, PMID: 25741868; ACMG/AMP Sequence Variant Interpretation Guidelines",,4.06,
196255,ROR2,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards et al., Genet Med, 2015",,2.18,
321054,ZFYVE26,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Genet Med, 2015;Oza V, Hum Mutat, 2018",,7.12,
3856577,KCNQ1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;PP4,"Kapa et al., Circulation, 2009;Schwartz et al., Circulation, 2012",,2.4,
178522,SCN5A,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PM5;PP3,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,3.24,
196255,ROR2,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Dubois, Am J Med Genet A, 2018;Afzal, J Med Genet, 2000",,5.77,
917080,CBL,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.48,
170158,SMC1A,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4,"Richards S, et al. Genet Med. 2015;17(5):405-424.",,2.57,
178522,SCN5A,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.75,PM1;PM2;PP3,"Kapplinger et al., Circ Cardiovasc Genet, 2015;Makiyama et al., Heart Rhythm, 2008;Richards et al., Genet Med, 2015",,7.93,
917080,CBL,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,6.97,
1309558,SMARCA4,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.84,
170158,SMC1A,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,6.19,
543215,GLB1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;PP4,"Richards et al., Genet Med, 2015",,2.89,
3856577,KCNQ1,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.85,PM1;PM2;PP2;PP3;PP4,"Schwartz PJ, Crotti L, Insolia R. Long-QT syndrome: from genetics to management. Circ Arrhythm Electrophysiol. 2012;5(4):868-77;Kapa S, Tester DJ, Salisbury H, et al. Genetic testing for long-QT syndrome: distinguishing pathogenic mutations from benign variants. Circulation. 2009;120(18):1752-60;Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24",,10.37,
1309558,SMARCA4,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,,,5.96,
57368,OTOF,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;BP4,"Yasunaga S, et al. Nat Genet. 1999;21:363-369;Varga R, et al. J Med Genet. 2006;43:576-581",,2.8,
56695,TTN,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.73,
174318,ADGRV1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424;Silva J, et al. Hum Mutat. 2019;40(9):1323-1348",,2.98,
57368,OTOF,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.75,PM2;PP3;PP4,"Eppsteiner et al., Otol Neurotol, 2012; Varga et al., Eur J Hum Genet, 2003; Rodriguez-Ballesteros et al., Hum Mutat, 2008",,7.95,
268480,PLEC,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424;Silva et al. Hum Mutat. 2019 (in silico prediction tools)",,2.86,
56695,TTN,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Herman DS, et al., Science, 2012; Savarese M, et al., Eur J Hum Genet, 2018; ACMG/AMP Sequence Variant Interpretation Guidelines, Richards S, et al., Genet Med, 2015",,7.61,
543215,GLB1,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.75,PS3;PM2;PP3;PP4,"Suzuki Y, et al. Clin Genet. 1997;51(4):270-273;Caciotti A, et al. Hum Mutat. 2003;22(4):343-344;Regina G, et al. Mol Genet Metab. 2011;102(3):354-361;ACMG Standards and Guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424",,10.82,
174318,ADGRV1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,7.7,
268480,PLEC,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Genet Med, 2015, PMID: 25741868",,6.34,
273837,CFTR,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.35,
796546,TH,deepseek-chat,Conflicting classifications of pathogenicity,Pathogenic,0.85,PM2;PM3;PP3;PP4;PS4,"Willemsen MA, et al. Brain. 2010;133:1810-1819;Fossbakk A, et al. J Inherit Metab Dis. 2014;37:705-713;Verbeek MM, et al. J Inherit Metab Dis. 2007;30:530-538",,3.22,
1401053,MSH2,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2_supporting;PP3_moderate,"Richards S, et al. Genet Med, 2015;Thompson BA, et al. Nat Genet, 2014",,2.35,
1401053,MSH2,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Genet Med, 2015;Tavtigian SV, Hum Mutat, 2018",,3.45,
273837,CFTR,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BA1;BP4;BP7,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;CFTR2 database, https://cftr2.org;gnomAD database, https://gnomad.broadinstitute.org",,6.02,
796546,TH,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.85,PS3;PM1;PM2;PP3,"Willemsen et al., Ann Neurol, 2010;Grønborg et al., J Inherit Metab Dis, 2019;ACMG/AMP Sequence Variant Interpretation Guidelines, 2015",,6.01,
55878,TTN,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Herman DS, et al. N Engl J Med, 2012;Roberts AM, et al. Sci Transl Med, 2015",,2.63,
997203,PLCG2,deepseek-chat,Conflicting classifications of pathogenicity,Likely benign,0.85,BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424;Karczewski KJ, et al. Nature. 2020;581(7809):434-443",,2.86,
247245,BRCA2,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;BP4,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.18,
997203,PLCG2,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; gnomAD database, accessed 2024",,4.68,
55878,TTN,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Savarese M, et al., Acta Myol, 2018; Havrilla JM, et al., Am J Hum Genet, 2019; ACMG/AMP, Genet Med, 2015",,6.63,
2247598,ABL1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;BP4,"Richards et al., Genet Med, 2015",,2.38,
915154,RYR2,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.41,
247245,BRCA2,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Richards S, Aziz N, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,6.67,
535241,SPTA1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;BP4,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.34,
2247598,ABL1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,6.62,
269177,POMGNT1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.34,
618874,DSG2,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Marcus FI, et al. Circulation, 2010;Pilichou K, et al. Heart Rhythm, 2009",,2.53,
618874,DSG2,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,3.32,
269177,POMGNT1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015;den Dunnen JT, et al., Hum Mutat, 2016",,4.47,
915154,RYR2,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines;den Dunnen JT, Hum Mutat, 2016; HGVS recommendations for describing sequence variants;Priori SG, Europace, 2015; HRS/EHRA/APHRS expert consensus statement on CPVT",,7.49,
535241,SPTA1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Gallagher PG, Curr Opin Hematol, 2004, SPTA1-related disorders; Da Costa L, Blood Rev, 2013, Hereditary elliptocytosis",,7.99,
1303529,FGFR3,deepseek-chat,Conflicting classifications of pathogenicity,Pathogenic,0.95,PS1;PM2;PP3;PP5,"Tavormina PL, et al. Am J Hum Genet. 1995;57(4):806-814.;Rousseau F, et al. Nature. 1994;371(6494):252-254.;Bellus GA, et al. Am J Hum Genet. 1995;57(3):628-635.",,3.1,
324420,MYH11,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.7,PM2;BP4;BP7,"Richards S, et al. Genet Med. 2015;17:405-424;Silva et al. Hum Mutat. 2019 (in silico prediction tools)",,2.95,
33310,AMPD1,deepseek-chat,Conflicting classifications of pathogenicity; other,Pathogenic,0.95,PVS1;PM2;PVS1_Strong,"Morisaki H, et al. J Biol Chem, 1992;Gross M, et al. Hum Genet, 2002;Sabina RL, et al. Hum Mol Genet, 1999",,2.77,
1303529,FGFR3,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.95,PS1;PM1;PM2;PP2;PP3,"Rousseau F, Bonaventure J, Legeai-Mallet L, et al. Mutations in the gene encoding fibroblast growth factor receptor-3 in achondroplasia. Nature. 1994;371(6494):252-254.;Bellus GA, McIntosh I, Smith EA, et al. A recurrent mutation in the tyrosine kinase domain of fibroblast growth factor receptor 3 causes hypochondroplasia. Nat Genet. 1995;10(3):357-359.;NCBI ClinVar entry for NM_000142.5(FGFR3):c.1921G>A (p.Asp641Asn), accessed 2024.",,6.03,
324420,MYH11,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BA1;BP7,"Richards S, Genet Med, 2015; Oza V, Hum Mutat, 2018",,5.27,
210866,LRPPRC,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;BP4,"Mootha VK, et al. Nat Genet. 2003;34:267-271;Oláhová M, et al. Am J Hum Genet. 2015;96:792-806",,2.91,
546222,USH1C,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards et al., Genet Med, 2015",,1.85,
411480,PHKA1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2_supporting;BP7_contradictory,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.3,
210866,LRPPRC,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.15,,"Richards S, Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,5.41,
33310,AMPD1,kimi-k2.6,Conflicting classifications of pathogenicity; other,Pathogenic,0.95,PVS1;PM2_Supporting,"Gross, J Inherit Metab Dis, 2002;Desai, Mol Genet Metab, 2001;Sherry, Nucleic Acids Res, 2001 (dbSNP);Richards, Genet Med, 2015 (ACMG guidelines)",,8.28,
324072,ALDH18A1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,3.46,
324072,ALDH18A1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.49,
411480,PHKA1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Genet Med, 2015;ACMG Standards and Guidelines for interpretation of sequence variants",,5.63,
208554,CC2D1A,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.9,,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.7,
546222,USH1C,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BA1;BP4;BP7,"Richards S, Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24;gnomAD v2.1.1 database, accessed for USH1C variant frequency data",,7.23,
267127,TTN,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.7,PM2;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.45,
208554,CC2D1A,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BP4;BP7,"Richards S, et al., Genet Med, 2015; ACMG Sequence Variant Interpretation Working Group standards",,5.34,
406234,MLH1,deepseek-chat,Conflicting classifications of pathogenicity,Pathogenic,0.95,PVS1;PM2;PM4;PP3;PP5,"Nyström-Lahti M, et al. Nature Genetics, 1995;Mangold E, et al. International Journal of Cancer, 2005;Thompson BA, et al. Nature Genetics, 2014",,3.16,
178240,MYO7A,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards et al., Genet Med, 2015",,2.0,
173823,WFS1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.7,PM2;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.51,
475014,GALNT12,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Guda et al., PNAS, 2009;Clarke et al., Hum Mol Genet, 2012",,2.56,
475014,GALNT12,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015;Tavtigian SV, et al., Hum Mutat, 2018",,4.55,
175796,MYO15A,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards et al., Genet Med, 2015",,2.38,
175796,MYO15A,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,5.62,
449542,TTN,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BP4;BP7,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Papadopoulos et al., Hum Mutat, 2014; TTN truncating variants are pathogenic for dilated cardiomyopathy, but synonymous variants are generally benign",,3.6,
449542,TTN,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424",,3.02,
425798,CHD7,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.85,PS1;PM2;PP2;PP3,"Janssen et al., Hum Mutat, 2012; Jongmans et al., J Med Genet, 2006; Zentner et al., Nat Rev Genet, 2010; Lalani et al., Am J Hum Genet, 2006",,4.58,
425798,CHD7,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;BP4,"Vissers LE, et al. Nat Genet. 2004;36:955-957;Janssen N, et al. Hum Mutat. 2012;33:1141-1148",,3.02,
1417111,DDC,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards et al., Genet Med, 2015",,2.14,
1417111,DDC,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,,,3.22,
267127,TTN,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.85,BA1;BP4;BP7,"Karczewski KJ, Nature, 2020 (gnomAD); Richards S, Genet Med, 2015 (ACMG guidelines)",,25.64,
307165,MOCS1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424;Silva et al. Hum Mutat. 2019 (in silico splicing prediction)",,2.58,
406234,MLH1,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.75,PM4;PM5;PP2,"Richards S, Richards S, Aziz N, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,25.41,
173823,WFS1,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BA1;BP4;BP7,"Richards S, et al., Genet Med, 2015, PMID: 25741868;gnomAD database, accessed 2024;Tayeb N, et al., Eur J Hum Genet, 2012, PMID: 22234155",,22.76,
307165,MOCS1,kimi-k2.6,Conflicting classifications of pathogenicity,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; Oza V, Hum Mutat, 2018; Abouelhoda M, Front Genet, 2020",,3.75,
178240,MYO7A,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Oza VH, DiStefano MV, Hemphill LC, et al. Expert specification of the ACMG/AMP variant interpretation guidelines for genetic hearing loss. Hum Mutat. 2018;39(11):1593-1613.;Azaiez H, Booth KT, Bu F, et al. Comprehensive genetic testing in the clinical evaluation of 1119 patients with hearing loss. Hum Genet. 2018;137(6):441-456.",,26.18,
95841,MLH1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2_supporting;PP3_moderate,"Richards S, et al. Genet Med. 2015;17(5):405-424.",,2.29,
644111,NTHL1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2_supporting;PP3_moderate,"Weren RD, et al. Nat Genet. 2015;47:668-671;Grollman AP, et al. Proc Natl Acad Sci USA. 2003;100:14677-14682",,3.23,
889811,CPOX,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3;BP4,"Richards et al., Genet Med, 2015",,2.46,
644111,NTHL1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Thompson et al., Nat Genet, 2014 (NTHL1 biallelic mutations associated with adenomatous polyposis);ACMG/AMP Standards and Guidelines for Sequence Variant Interpretation, 2015",,5.42,
889811,CPOX,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Anderson KE, et al., Dis Model Mech, 2013;Schneider-Yin X, et al., J Inherit Metab Dis, 2000",,4.89,
95841,MLH1,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.75,PS3;PM1;PM2;PP2;PP3,"Tournier I, Hum Mutat, 2008; Ellis NA, Genet Med, 2001; Peltomäki P, Hum Mol Genet, 1997; Thompson BA, J Med Genet, 2013; Trobaugh N, Hum Mutat, 2019",,6.54,
191860,GAA,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.47,
191860,GAA,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015; den Dunnen JT, et al., Hum Mutat, 2016",,4.06,
471900,IQSEC2,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,3.81,
471900,IQSEC2,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Shoubridge et al., Hum Mol Genet, 2010;Kalscheuer et al., Am J Hum Genet, 2010",,2.85,
151455,BRCA1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards et al., Genet Med, 2015",,2.41,
949532,AARS1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2_supporting;PP3_moderate,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.44,
949532,AARS1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015",,3.54,
151455,BRCA1,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,PM2,"Tavtigian SV, et al., Hum Mutat, 2018; Richards S, et al., Genet Med, 2015",,4.55,
341813,MYO5B,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.7,PM2;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.65,
1805538,MEN1,deepseek-chat,Conflicting classifications of pathogenicity,Pathogenic,0.95,PVS1;PM2_Supporting,"Lemos MC, Thakker RV. Multiple endocrine neoplasia type 1 (MEN1): analysis of 1336 mutations reported in the first decade following identification of the gene. Hum Mutat. 2008;29(1):22-32.",,2.92,
341813,MYO5B,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,4.01,
1595304,PCLO,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards et al., Genet Med, 2015",,2.3,
1805538,MEN1,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.95,PVS1,"Richards S, Gen Med, 2015; Thakker RV, J Clin Endocrinol Metab, 2012; Chandrasekharappa SC, Science, 1997",,4.67,
1595304,PCLO,kimi-k2.6,Conflicting classifications of pathogenicity,Uncertain significance,0.3,,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,3.61,
452724,BAP1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PP3,"Richards et al., Genet Med, 2015",,2.31,
1135403,BBS7,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.7,PM2;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.57,
242217,TSC2,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;PVS1_moderate,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,3.03,
452724,BAP1,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.85,PS1;PM2;PP2;PP3,"Wiesner T, Nat Genet, 2011; Testa JR, Cancer Res, 2011; Carbone M, Nat Rev Cancer, 2013; Abdel-Rahman WM, Genet Med, 2016; Pilarski R, Genet Med, 2016",,5.95,
139565,MLH1,deepseek-chat,Conflicting classifications of pathogenicity,Uncertain significance,0.6,PM2;BP4;BP7,"Richards et al., Genet Med, 2015",,1.92,
242217,TSC2,kimi-k2.6,Conflicting classifications of pathogenicity,Pathogenic,0.85,PVS1_Strong;PM2,"Richards S, et al., Genet Med, 2015; den Dunnen JT, et al., Hum Mutat, 2016; South ST, et al., Genet Med, 2019",,5.21,
